Area,Team Member,Metric,Purpose,Source,Threshold,Goal,Week,Start Date,End Date,Value
Education,Hope,Community Partners,Community partnerships in programming (1 month rolling),Master Calendar + Summer Camp Schedule,6,10,Week 2,5/17,5/23,2
Education,Hope,Community Partners,Community partnerships in programming (1 month rolling),Master Calendar + Summer Camp Schedule,6,10,Week 3,5/24,5/30,0
Education,Hope,Community Partners,Community partnerships in programming (1 month rolling),Master Calendar + Summer Camp Schedule,6,10,Week 4,5/31,6/6,1
Education,Hope,Community Partners,Community partnerships in programming (1 month rolling),Master Calendar + Summer Camp Schedule,6,10,Week 5,6/7,6/13,1
Education,Hope,Community Partners,Community partnerships in programming (1 month rolling),Master Calendar + Summer Camp Schedule,6,10,Week 6,6/14,6/20,1
Education,Hope,Community Partners,Community partnerships in programming (1 month rolling),Master Calendar + Summer Camp Schedule,6,10,Week 7,6/21,6/27,0
Education,Hope,Community Partners,Community partnerships in programming (1 month rolling),Master Calendar + Summer Camp Schedule,6,10,Week 8,6/28,7/4,3
Education,Hope,Community Partners,Community partnerships in programming (1 month rolling),Master Calendar + Summer Camp Schedule,6,10,Week 9,7/5,7/11,0
Education,Hope,Community Partners,Community partnerships in programming (1 month rolling),Master Calendar + Summer Camp Schedule,6,10,Week 10,7/12,7/18,1
Education,Hope,Community Partners,Community partnerships in programming (1 month rolling),Master Calendar + Summer Camp Schedule,6,10,Week 11,7/19,7/25,2
Education,Hope,Community Partners,Community partnerships in programming (1 month rolling),Master Calendar + Summer Camp Schedule,6,10,Week 12,7/26,8/1,0
Education,Hope,Community Partners,Community partnerships in programming (1 month rolling),Master Calendar + Summer Camp Schedule,6,10,Week 13,8/2,8/8,1
Education,Hope,Community Partners,Community partnerships in programming (1 month rolling),Master Calendar + Summer Camp Schedule,6,10,Week 14,8/9,8/15,0
Education,Hope,Community Partners,Community partnerships in programming (1 month rolling),Master Calendar + Summer Camp Schedule,6,10,Week 15,8/16,8/22,0
Education,Hope,Community Partners,Community partnerships in programming (1 month rolling),Master Calendar + Summer Camp Schedule,6,10,Week 16,8/23,8/29,1
Education,Hope,Offsite Events,We are pusuring new and less visited offsite program partners,,0,1,Week 1,5/10,5/16,0
Education,Hope,Offsite Events,We are pusuring new and less visited offsite program partners,,0,1,Week 2,5/17,5/23,0
Education,Hope,Offsite Events,We are pusuring new and less visited offsite program partners,,0,1,Week 3,5/24,5/30,0
Education,Hope,Offsite Events,We are pusuring new and less visited offsite program partners,,0,1,Week 4,5/31,6/6,1
Education,Hope,Offsite Events,We are pusuring new and less visited offsite program partners,,0,1,Week 5,6/7,6/13,0
Education,Hope,Offsite Events,We are pusuring new and less visited offsite program partners,,0,1,Week 6,6/14,6/20,0
Education,Hope,Offsite Events,We are pusuring new and less visited offsite program partners,,0,1,Week 7,6/21,6/27,0
Education,Hope,Offsite Events,We are pusuring new and less visited offsite program partners,,0,1,Week 8,6/28,7/4,1
Education,Hope,Offsite Events,We are pusuring new and less visited offsite program partners,,0,1,Week 9,7/5,7/11,0
Education,Hope,Offsite Events,We are pusuring new and less visited offsite program partners,,0,1,Week 10,7/12,7/18,2
Education,Hope,Offsite Events,We are pusuring new and less visited offsite program partners,,0,1,Week 11,7/19,7/25,2
Education,Hope,Offsite Events,We are pusuring new and less visited offsite program partners,,0,1,Week 12,7/26,8/1,0
Education,Hope,Offsite Events,We are pusuring new and less visited offsite program partners,,0,1,Week 13,8/2,8/8,0
Education,Hope,Offsite Events,We are pusuring new and less visited offsite program partners,,0,1,Week 14,8/9,8/15,0
Education,Hope,Offsite Events,We are pusuring new and less visited offsite program partners,,0,1,Week 15,8/16,8/22,0
Education,Hope,Offsite Events,We are pusuring new and less visited offsite program partners,,0,1,Week 16,8/23,8/29,1
Public Engagement,Ashley,Community Memberships,We're growing community memberships.,SalesForce,"1,700","1,800",Week 1,5/10,5/16,1722
Public Engagement,Ashley,Community Memberships,We're growing community memberships.,SalesForce,"1,700","1,800",Week 2,5/17,5/23,1750
Public Engagement,Ashley,Community Memberships,We're growing community memberships.,SalesForce,"1,700","1,800",Week 3,5/24,5/30,1665
Public Engagement,Ashley,Community Memberships,We're growing community memberships.,SalesForce,"1,700","1,800",Week 4,5/31,6/6,1696
Public Engagement,Ashley,Community Memberships,We're growing community memberships.,SalesForce,"1,700","1,800",Week 5,6/7,6/13,1732
Public Engagement,Ashley,Community Memberships,We're growing community memberships.,SalesForce,"1,700","1,800",Week 6,6/14,6/20,1761
Public Engagement,Ashley,Community Memberships,We're growing community memberships.,SalesForce,"1,700","1,800",Week 7,6/21,6/27,1794
Public Engagement,Ashley,Community Memberships,We're growing community memberships.,SalesForce,"1,700","1,800",Week 8,6/28,7/4,1755
Public Engagement,Ashley,Community Memberships,We're growing community memberships.,SalesForce,"1,700","1,800",Week 9,7/5,7/11,1758
Public Engagement,Ashley,Community Memberships,We're growing community memberships.,SalesForce,"1,700","1,800",Week 10,7/12,7/18,1772
Public Engagement,Ashley,Community Memberships,We're growing community memberships.,SalesForce,"1,700","1,800",Week 11,7/19,7/25,1782
Public Engagement,Ashley,Community Memberships,We're growing community memberships.,SalesForce,"1,700","1,800",Week 12,7/26,8/1,1670
Public Engagement,Ashley,Community Memberships,We're growing community memberships.,SalesForce,"1,700","1,800",Week 13,8/2,8/8,1692
Public Engagement,Ashley,Community Memberships,We're growing community memberships.,SalesForce,"1,700","1,800",Week 14,8/9,8/15,1727
Public Engagement,Ashley,Community Memberships,We're growing community memberships.,SalesForce,"1,700","1,800",Week 15,8/16,8/22,1745
Public Engagement,Ashley,Community Memberships,We're growing community memberships.,SalesForce,"1,700","1,800",Week 16,8/23,8/29,1763
Public Engagement,Ashley,New/Renewed Memberships,We are attracting new members.,SalesForce,20,45,Week 1,5/10,5/16,32
Public Engagement,Ashley,New/Renewed Memberships,We are attracting new members.,SalesForce,20,45,Week 2,5/17,5/23,44
Public Engagement,Ashley,New/Renewed Memberships,We are attracting new members.,SalesForce,20,45,Week 3,5/24,5/30,33
Public Engagement,Ashley,New/Renewed Memberships,We are attracting new members.,SalesForce,20,45,Week 4,5/31,6/6,35
Public Engagement,Ashley,New/Renewed Memberships,We are attracting new members.,SalesForce,20,45,Week 5,6/7,6/13,45
Public Engagement,Ashley,New/Renewed Memberships,We are attracting new members.,SalesForce,20,45,Week 6,6/14,6/20,39
Public Engagement,Ashley,New/Renewed Memberships,We are attracting new members.,SalesForce,20,45,Week 7,6/21,6/27,35
Public Engagement,Ashley,New/Renewed Memberships,We are attracting new members.,SalesForce,20,45,Week 8,6/28,7/4,62
Public Engagement,Ashley,New/Renewed Memberships,We are attracting new members.,SalesForce,20,45,Week 9,7/5,7/11,16
Public Engagement,Ashley,New/Renewed Memberships,We are attracting new members.,SalesForce,20,45,Week 10,7/12,7/18,56
Public Engagement,Ashley,New/Renewed Memberships,We are attracting new members.,SalesForce,20,45,Week 11,7/19,7/25,26
Public Engagement,Ashley,New/Renewed Memberships,We are attracting new members.,SalesForce,20,45,Week 12,7/26,8/1,32
Public Engagement,Ashley,New/Renewed Memberships,We are attracting new members.,SalesForce,20,45,Week 13,8/2,8/8,23
Public Engagement,Ashley,New/Renewed Memberships,We are attracting new members.,SalesForce,20,45,Week 14,8/9,8/15,36
Public Engagement,Ashley,New/Renewed Memberships,We are attracting new members.,SalesForce,20,45,Week 15,8/16,8/22,26
Public Engagement,Ashley,New/Renewed Memberships,We are attracting new members.,SalesForce,20,45,Week 16,8/23,8/29,19
Public Engagement,Ashley,Renewal Rate - Last 90 Days,Our members find value in continued membership.,SalesForce,30%,35%,Week 1,5/10,5/16,36%
Public Engagement,Ashley,Renewal Rate - Last 90 Days,Our members find value in continued membership.,SalesForce,30%,35%,Week 2,5/17,5/23,36%
Public Engagement,Ashley,Renewal Rate - Last 90 Days,Our members find value in continued membership.,SalesForce,30%,35%,Week 3,5/24,5/30,33%
Public Engagement,Ashley,Renewal Rate - Last 90 Days,Our members find value in continued membership.,SalesForce,30%,35%,Week 4,5/31,6/6,34%
Public Engagement,Ashley,Renewal Rate - Last 90 Days,Our members find value in continued membership.,SalesForce,30%,35%,Week 5,6/7,6/13,37%
Public Engagement,Ashley,Renewal Rate - Last 90 Days,Our members find value in continued membership.,SalesForce,30%,35%,Week 6,6/14,6/20,38%
Public Engagement,Ashley,Renewal Rate - Last 90 Days,Our members find value in continued membership.,SalesForce,30%,35%,Week 7,6/21,6/27,43%
Public Engagement,Ashley,Renewal Rate - Last 90 Days,Our members find value in continued membership.,SalesForce,30%,35%,Week 8,6/28,7/4,41%
Public Engagement,Ashley,Renewal Rate - Last 90 Days,Our members find value in continued membership.,SalesForce,30%,35%,Week 9,7/5,7/11,41%
Public Engagement,Ashley,Renewal Rate - Last 90 Days,Our members find value in continued membership.,SalesForce,30%,35%,Week 10,7/12,7/18,41%
Public Engagement,Ashley,Renewal Rate - Last 90 Days,Our members find value in continued membership.,SalesForce,30%,35%,Week 11,7/19,7/25,41%
Public Engagement,Ashley,Renewal Rate - Last 90 Days,Our members find value in continued membership.,SalesForce,30%,35%,Week 12,7/26,8/1,32%
Public Engagement,Ashley,Renewal Rate - Last 90 Days,Our members find value in continued membership.,SalesForce,30%,35%,Week 13,8/2,8/8,33%
Public Engagement,Ashley,Renewal Rate - Last 90 Days,Our members find value in continued membership.,SalesForce,30%,35%,Week 14,8/9,8/15,35%
Public Engagement,Ashley,Renewal Rate - Last 90 Days,Our members find value in continued membership.,SalesForce,30%,35%,Week 15,8/16,8/22,36%
Public Engagement,Ashley,Renewal Rate - Last 90 Days,Our members find value in continued membership.,SalesForce,30%,35%,Week 16,8/23,8/29,49%
Public Engagement,Ashley,Gallery Visitors,Our gallery is a place the community frequents.,SalesForce,"1,000","2,000",Week 1,5/10,5/16,1508
Public Engagement,Ashley,Gallery Visitors,Our gallery is a place the community frequents.,SalesForce,"1,000","2,000",Week 2,5/17,5/23,1779
Public Engagement,Ashley,Gallery Visitors,Our gallery is a place the community frequents.,SalesForce,"1,000","2,000",Week 3,5/24,5/30,1050
Public Engagement,Ashley,Gallery Visitors,Our gallery is a place the community frequents.,SalesForce,"1,000","2,000",Week 4,5/31,6/6,900
Public Engagement,Ashley,Gallery Visitors,Our gallery is a place the community frequents.,SalesForce,"1,000","2,000",Week 5,6/7,6/13,1399
Public Engagement,Ashley,Gallery Visitors,Our gallery is a place the community frequents.,SalesForce,"1,000","2,000",Week 6,6/14,6/20,1530
Public Engagement,Ashley,Gallery Visitors,Our gallery is a place the community frequents.,SalesForce,"1,000","2,000",Week 7,6/21,6/27,1438
Public Engagement,Ashley,Gallery Visitors,Our gallery is a place the community frequents.,SalesForce,"1,000","2,000",Week 8,6/28,7/4,1155
Public Engagement,Ashley,Gallery Visitors,Our gallery is a place the community frequents.,SalesForce,"1,000","2,000",Week 9,7/5,7/11,1799
Public Engagement,Ashley,Gallery Visitors,Our gallery is a place the community frequents.,SalesForce,"1,000","2,000",Week 10,7/12,7/18,1955
Public Engagement,Ashley,Gallery Visitors,Our gallery is a place the community frequents.,SalesForce,"1,000","2,000",Week 11,7/19,7/25,1459
Public Engagement,Ashley,Gallery Visitors,Our gallery is a place the community frequents.,SalesForce,"1,000","2,000",Week 12,7/26,8/1,1758
Public Engagement,Ashley,Gallery Visitors,Our gallery is a place the community frequents.,SalesForce,"1,000","2,000",Week 13,8/2,8/8,1737
Public Engagement,Ashley,Gallery Visitors,Our gallery is a place the community frequents.,SalesForce,"1,000","2,000",Week 14,8/9,8/15,1850
Public Engagement,Ashley,Gallery Visitors,Our gallery is a place the community frequents.,SalesForce,"1,000","2,000",Week 15,8/16,8/22,1082
Public Engagement,Ashley,Gallery Visitors,Our gallery is a place the community frequents.,SalesForce,"1,000","2,000",Week 16,8/23,8/29,722
Public Engagement,Dawn,Field Trips/Group Visitors,Our gallery is attracting schools and groups.,SalesForce,50,250,Week 1,5/10,5/16,856
Public Engagement,Dawn,Field Trips/Group Visitors,Our gallery is attracting schools and groups.,SalesForce,50,250,Week 2,5/17,5/23,472
Public Engagement,Dawn,Field Trips/Group Visitors,Our gallery is attracting schools and groups.,SalesForce,50,250,Week 3,5/24,5/30,0
Public Engagement,Dawn,Field Trips/Group Visitors,Our gallery is attracting schools and groups.,SalesForce,50,250,Week 4,5/31,6/6,83
Public Engagement,Dawn,Field Trips/Group Visitors,Our gallery is attracting schools and groups.,SalesForce,50,250,Week 5,6/7,6/13,137
Public Engagement,Dawn,Field Trips/Group Visitors,Our gallery is attracting schools and groups.,SalesForce,50,250,Week 6,6/14,6/20,136
Public Engagement,Dawn,Field Trips/Group Visitors,Our gallery is attracting schools and groups.,SalesForce,50,250,Week 7,6/21,6/27,69
Public Engagement,Dawn,Field Trips/Group Visitors,Our gallery is attracting schools and groups.,SalesForce,50,250,Week 8,6/28,7/4,30
Public Engagement,Dawn,Field Trips/Group Visitors,Our gallery is attracting schools and groups.,SalesForce,50,250,Week 9,7/5,7/11,336
Public Engagement,Dawn,Field Trips/Group Visitors,Our gallery is attracting schools and groups.,SalesForce,50,250,Week 10,7/12,7/18,207
Public Engagement,Dawn,Field Trips/Group Visitors,Our gallery is attracting schools and groups.,SalesForce,50,250,Week 11,7/19,7/25,233
Public Engagement,Dawn,Field Trips/Group Visitors,Our gallery is attracting schools and groups.,SalesForce,50,250,Week 12,7/26,8/1,85
Public Engagement,Dawn,Field Trips/Group Visitors,Our gallery is attracting schools and groups.,SalesForce,50,250,Week 13,8/2,8/8,194
Public Engagement,Dawn,Field Trips/Group Visitors,Our gallery is attracting schools and groups.,SalesForce,50,250,Week 14,8/9,8/15,43
Public Engagement,Dawn,Field Trips/Group Visitors,Our gallery is attracting schools and groups.,SalesForce,50,250,Week 15,8/16,8/22,0
Public Engagement,Dawn,Field Trips/Group Visitors,Our gallery is attracting schools and groups.,SalesForce,50,250,Week 16,8/23,8/29,0
Public Engagement,Dawn,Gift Shop Sales,Our gift shop offers the visitors a piece of NDGTS,SalesForce,650,850,Week 1,5/10,5/16,711.28
Public Engagement,Dawn,Gift Shop Sales,Our gift shop offers the visitors a piece of NDGTS,SalesForce,650,850,Week 2,5/17,5/23,1531.4
Public Engagement,Dawn,Gift Shop Sales,Our gift shop offers the visitors a piece of NDGTS,SalesForce,650,850,Week 3,5/24,5/30,495.42
Public Engagement,Dawn,Gift Shop Sales,Our gift shop offers the visitors a piece of NDGTS,SalesForce,650,850,Week 4,5/31,6/6,1101.12
Public Engagement,Dawn,Gift Shop Sales,Our gift shop offers the visitors a piece of NDGTS,SalesForce,650,850,Week 5,6/7,6/13,678.63
Public Engagement,Dawn,Gift Shop Sales,Our gift shop offers the visitors a piece of NDGTS,SalesForce,650,850,Week 6,6/14,6/20,528.86
Public Engagement,Dawn,Gift Shop Sales,Our gift shop offers the visitors a piece of NDGTS,SalesForce,650,850,Week 7,6/21,6/27,615.52
Public Engagement,Dawn,Gift Shop Sales,Our gift shop offers the visitors a piece of NDGTS,SalesForce,650,850,Week 8,6/28,7/4,990.64
Public Engagement,Dawn,Gift Shop Sales,Our gift shop offers the visitors a piece of NDGTS,SalesForce,650,850,Week 9,7/5,7/11,1039.63
Public Engagement,Dawn,Gift Shop Sales,Our gift shop offers the visitors a piece of NDGTS,SalesForce,650,850,Week 10,7/12,7/18,1132.01
Public Engagement,Dawn,Gift Shop Sales,Our gift shop offers the visitors a piece of NDGTS,SalesForce,650,850,Week 11,7/19,7/25,1204.19
Public Engagement,Dawn,Gift Shop Sales,Our gift shop offers the visitors a piece of NDGTS,SalesForce,650,850,Week 12,7/26,8/1,868.40
Public Engagement,Dawn,Gift Shop Sales,Our gift shop offers the visitors a piece of NDGTS,SalesForce,650,850,Week 13,8/2,8/8,629.49
Public Engagement,Dawn,Gift Shop Sales,Our gift shop offers the visitors a piece of NDGTS,SalesForce,650,850,Week 14,8/9,8/15,934.06
Public Engagement,Dawn,Gift Shop Sales,Our gift shop offers the visitors a piece of NDGTS,SalesForce,650,850,Week 15,8/16,8/22,803.49
Public Engagement,Dawn,Gift Shop Sales,Our gift shop offers the visitors a piece of NDGTS,SalesForce,650,850,Week 16,8/23,8/29,398.12
Public Engagement,Ashley,Teamwork,We're following through on priorities.,Teamwork,6,3,Week 1,5/10,5/16,4
Public Engagement,Ashley,Teamwork,We're following through on priorities.,Teamwork,6,3,Week 2,5/17,5/23,5
Public Engagement,Ashley,Teamwork,We're following through on priorities.,Teamwork,6,3,Week 3,5/24,5/30,5
Public Engagement,Ashley,Teamwork,We're following through on priorities.,Teamwork,6,3,Week 4,5/31,6/6,4
Public Engagement,Ashley,Teamwork,We're following through on priorities.,Teamwork,6,3,Week 5,6/7,6/13,1
Public Engagement,Ashley,Teamwork,We're following through on priorities.,Teamwork,6,3,Week 6,6/14,6/20,5
Public Engagement,Ashley,Teamwork,We're following through on priorities.,Teamwork,6,3,Week 7,6/21,6/27,3
Public Engagement,Ashley,Teamwork,We're following through on priorities.,Teamwork,6,3,Week 8,6/28,7/4,3
Public Engagement,Ashley,Teamwork,We're following through on priorities.,Teamwork,6,3,Week 9,7/5,7/11,3
Public Engagement,Ashley,Teamwork,We're following through on priorities.,Teamwork,6,3,Week 10,7/12,7/18,1
Public Engagement,Ashley,Teamwork,We're following through on priorities.,Teamwork,6,3,Week 11,7/19,7/25,0
Public Engagement,Ashley,Teamwork,We're following through on priorities.,Teamwork,6,3,Week 12,7/26,8/1,3
Public Engagement,Ashley,Teamwork,We're following through on priorities.,Teamwork,6,3,Week 13,8/2,8/8,3
Public Engagement,Ashley,Teamwork,We're following through on priorities.,Teamwork,6,3,Week 14,8/9,8/15,3
Public Engagement,Ashley,Teamwork,We're following through on priorities.,Teamwork,6,3,Week 15,8/16,8/22,1
Public Engagement,Ashley,Teamwork,We're following through on priorities.,Teamwork,6,3,Week 16,8/23,8/29,3
Public Engagement,Ashley,"""Gateway to Science"" Search",Our mission is known in the community.,GSC,250,350,Week 1,5/10,5/16,344
Public Engagement,Ashley,"""Gateway to Science"" Search",Our mission is known in the community.,GSC,250,350,Week 2,5/17,5/23,347
Public Engagement,Ashley,"""Gateway to Science"" Search",Our mission is known in the community.,GSC,250,350,Week 3,5/24,5/30,303
Public Engagement,Ashley,"""Gateway to Science"" Search",Our mission is known in the community.,GSC,250,350,Week 4,5/31,6/6,258
Public Engagement,Ashley,"""Gateway to Science"" Search",Our mission is known in the community.,GSC,250,350,Week 5,6/7,6/13,341
Public Engagement,Ashley,"""Gateway to Science"" Search",Our mission is known in the community.,GSC,250,350,Week 6,6/14,6/20,373
Public Engagement,Ashley,"""Gateway to Science"" Search",Our mission is known in the community.,GSC,250,350,Week 7,6/21,6/27,373
Public Engagement,Ashley,"""Gateway to Science"" Search",Our mission is known in the community.,GSC,250,350,Week 8,6/28,7/4,296
Public Engagement,Ashley,"""Gateway to Science"" Search",Our mission is known in the community.,GSC,250,350,Week 9,7/5,7/11,391
Public Engagement,Ashley,"""Gateway to Science"" Search",Our mission is known in the community.,GSC,250,350,Week 10,7/12,7/18,387
Public Engagement,Ashley,"""Gateway to Science"" Search",Our mission is known in the community.,GSC,250,350,Week 11,7/19,7/25,386
Public Engagement,Ashley,"""Gateway to Science"" Search",Our mission is known in the community.,GSC,250,350,Week 12,7/26,8/1,327
Public Engagement,Ashley,"""Gateway to Science"" Search",Our mission is known in the community.,GSC,250,350,Week 13,8/2,8/8,321
Public Engagement,Ashley,"""Gateway to Science"" Search",Our mission is known in the community.,GSC,250,350,Week 14,8/9,8/15,311
Public Engagement,Ashley,"""Gateway to Science"" Search",Our mission is known in the community.,GSC,250,350,Week 15,8/16,8/22,262
Public Engagement,Ashley,"""Gateway to Science"" Search",Our mission is known in the community.,GSC,250,350,Week 16,8/23,8/29,245
Public Engagement,Ashley,Site Health,An important marketing tool is working.,ahrefs,95,98,Week 1,5/10,5/16,98
Public Engagement,Ashley,Site Health,An important marketing tool is working.,ahrefs,95,98,Week 2,5/17,5/23,99
Public Engagement,Ashley,Site Health,An important marketing tool is working.,ahrefs,95,98,Week 3,5/24,5/30,99
Public Engagement,Ashley,Site Health,An important marketing tool is working.,ahrefs,95,98,Week 4,5/31,6/6,99
Public Engagement,Ashley,Site Health,An important marketing tool is working.,ahrefs,95,98,Week 5,6/7,6/13,99
Public Engagement,Ashley,Site Health,An important marketing tool is working.,ahrefs,95,98,Week 6,6/14,6/20,99
Public Engagement,Ashley,Site Health,An important marketing tool is working.,ahrefs,95,98,Week 7,6/21,6/27,99
Public Engagement,Ashley,Site Health,An important marketing tool is working.,ahrefs,95,98,Week 8,6/28,7/4,99
Public Engagement,Ashley,Site Health,An important marketing tool is working.,ahrefs,95,98,Week 9,7/5,7/11,99
Public Engagement,Ashley,Site Health,An important marketing tool is working.,ahrefs,95,98,Week 10,7/12,7/18,99
Public Engagement,Ashley,Site Health,An important marketing tool is working.,ahrefs,95,98,Week 11,7/19,7/25,99
Public Engagement,Ashley,Site Health,An important marketing tool is working.,ahrefs,95,98,Week 12,7/26,8/1,99
Public Engagement,Ashley,Site Health,An important marketing tool is working.,ahrefs,95,98,Week 13,8/2,8/8,90
Public Engagement,Ashley,Site Health,An important marketing tool is working.,ahrefs,95,98,Week 14,8/9,8/15,90
Public Engagement,Ashley,Site Health,An important marketing tool is working.,ahrefs,95,98,Week 15,8/16,8/22,90
Public Engagement,Ashley,Site Health,An important marketing tool is working.,ahrefs,95,98,Week 16,8/23,8/29,90
Public Engagement,Ashley,Monthly Visitors (1m trailing),"Our site is useful, compelling, and engaging to visitors.",GA,"5,000","7,000",Week 1,5/10,5/16,4924
Public Engagement,Ashley,Monthly Visitors (1m trailing),"Our site is useful, compelling, and engaging to visitors.",GA,"5,000","7,000",Week 2,5/17,5/23,4409
Public Engagement,Ashley,Monthly Visitors (1m trailing),"Our site is useful, compelling, and engaging to visitors.",GA,"5,000","7,000",Week 3,5/24,5/30,4980
Public Engagement,Ashley,Monthly Visitors (1m trailing),"Our site is useful, compelling, and engaging to visitors.",GA,"5,000","7,000",Week 4,5/31,6/6,4987
Public Engagement,Ashley,Monthly Visitors (1m trailing),"Our site is useful, compelling, and engaging to visitors.",GA,"5,000","7,000",Week 5,6/7,6/13,5198
Public Engagement,Ashley,Monthly Visitors (1m trailing),"Our site is useful, compelling, and engaging to visitors.",GA,"5,000","7,000",Week 6,6/14,6/20,5228
Public Engagement,Ashley,Monthly Visitors (1m trailing),"Our site is useful, compelling, and engaging to visitors.",GA,"5,000","7,000",Week 7,6/21,6/27,5314
Public Engagement,Ashley,Monthly Visitors (1m trailing),"Our site is useful, compelling, and engaging to visitors.",GA,"5,000","7,000",Week 8,6/28,7/4,4983
Public Engagement,Ashley,Monthly Visitors (1m trailing),"Our site is useful, compelling, and engaging to visitors.",GA,"5,000","7,000",Week 9,7/5,7/11,5053
Public Engagement,Ashley,Monthly Visitors (1m trailing),"Our site is useful, compelling, and engaging to visitors.",GA,"5,000","7,000",Week 10,7/12,7/18,4795
Public Engagement,Ashley,Monthly Visitors (1m trailing),"Our site is useful, compelling, and engaging to visitors.",GA,"5,000","7,000",Week 11,7/19,7/25,4953
Public Engagement,Ashley,Monthly Visitors (1m trailing),"Our site is useful, compelling, and engaging to visitors.",GA,"5,000","7,000",Week 12,7/26,8/1,5006
Public Engagement,Ashley,Monthly Visitors (1m trailing),"Our site is useful, compelling, and engaging to visitors.",GA,"5,000","7,000",Week 13,8/2,8/8,4676
Public Engagement,Ashley,Monthly Visitors (1m trailing),"Our site is useful, compelling, and engaging to visitors.",GA,"5,000","7,000",Week 14,8/9,8/15,7578
Public Engagement,Ashley,Monthly Visitors (1m trailing),"Our site is useful, compelling, and engaging to visitors.",GA,"5,000","7,000",Week 15,8/16,8/22,7592
Public Engagement,Ashley,Monthly Visitors (1m trailing),"Our site is useful, compelling, and engaging to visitors.",GA,"5,000","7,000",Week 16,8/23,8/29,7465
Public Engagement,Ashley,Monthly Pageviews (1m trailing),"Our site is useful, compelling, and engaging to visitors.",GA,"15,000","17,000",Week 1,5/10,5/16,16973
Public Engagement,Ashley,Monthly Pageviews (1m trailing),"Our site is useful, compelling, and engaging to visitors.",GA,"15,000","17,000",Week 2,5/17,5/23,16976
Public Engagement,Ashley,Monthly Pageviews (1m trailing),"Our site is useful, compelling, and engaging to visitors.",GA,"15,000","17,000",Week 3,5/24,5/30,17663
Public Engagement,Ashley,Monthly Pageviews (1m trailing),"Our site is useful, compelling, and engaging to visitors.",GA,"15,000","17,000",Week 4,5/31,6/6,18117
Public Engagement,Ashley,Monthly Pageviews (1m trailing),"Our site is useful, compelling, and engaging to visitors.",GA,"15,000","17,000",Week 5,6/7,6/13,18952
Public Engagement,Ashley,Monthly Pageviews (1m trailing),"Our site is useful, compelling, and engaging to visitors.",GA,"15,000","17,000",Week 6,6/14,6/20,18718
Public Engagement,Ashley,Monthly Pageviews (1m trailing),"Our site is useful, compelling, and engaging to visitors.",GA,"15,000","17,000",Week 7,6/21,6/27,19045
Public Engagement,Ashley,Monthly Pageviews (1m trailing),"Our site is useful, compelling, and engaging to visitors.",GA,"15,000","17,000",Week 8,6/28,7/4,16514
Public Engagement,Ashley,Monthly Pageviews (1m trailing),"Our site is useful, compelling, and engaging to visitors.",GA,"15,000","17,000",Week 9,7/5,7/11,16079
Public Engagement,Ashley,Monthly Pageviews (1m trailing),"Our site is useful, compelling, and engaging to visitors.",GA,"15,000","17,000",Week 10,7/12,7/18,16057
Public Engagement,Ashley,Monthly Pageviews (1m trailing),"Our site is useful, compelling, and engaging to visitors.",GA,"15,000","17,000",Week 11,7/19,7/25,16453
Public Engagement,Ashley,Monthly Pageviews (1m trailing),"Our site is useful, compelling, and engaging to visitors.",GA,"15,000","17,000",Week 12,7/26,8/1,16877
Public Engagement,Ashley,Monthly Pageviews (1m trailing),"Our site is useful, compelling, and engaging to visitors.",GA,"15,000","17,000",Week 13,8/2,8/8,16501
Public Engagement,Ashley,Monthly Pageviews (1m trailing),"Our site is useful, compelling, and engaging to visitors.",GA,"15,000","17,000",Week 14,8/9,8/15,19760
Public Engagement,Ashley,Monthly Pageviews (1m trailing),"Our site is useful, compelling, and engaging to visitors.",GA,"15,000","17,000",Week 15,8/16,8/22,19178
Public Engagement,Ashley,Monthly Pageviews (1m trailing),"Our site is useful, compelling, and engaging to visitors.",GA,"15,000","17,000",Week 16,8/23,8/29,18633
Public Engagement,Ashley,News Article Posts (Last 30 Days),What we share is reaching audiences.,GA,1000,3000,Week 1,5/10,5/16,1611
Public Engagement,Ashley,News Article Posts (Last 30 Days),What we share is reaching audiences.,GA,1000,3000,Week 2,5/17,5/23,1579
Public Engagement,Ashley,News Article Posts (Last 30 Days),What we share is reaching audiences.,GA,1000,3000,Week 3,5/24,5/30,1506
Public Engagement,Ashley,News Article Posts (Last 30 Days),What we share is reaching audiences.,GA,1000,3000,Week 4,5/31,6/6,1974
Public Engagement,Ashley,News Article Posts (Last 30 Days),What we share is reaching audiences.,GA,1000,3000,Week 5,6/7,6/13,2623
Public Engagement,Ashley,News Article Posts (Last 30 Days),What we share is reaching audiences.,GA,1000,3000,Week 6,6/14,6/20,2599
Public Engagement,Ashley,News Article Posts (Last 30 Days),What we share is reaching audiences.,GA,1000,3000,Week 7,6/21,6/27,2643
Public Engagement,Ashley,News Article Posts (Last 30 Days),What we share is reaching audiences.,GA,1000,3000,Week 8,6/28,7/4,2080
Public Engagement,Ashley,News Article Posts (Last 30 Days),What we share is reaching audiences.,GA,1000,3000,Week 9,7/5,7/11,1403
Public Engagement,Ashley,News Article Posts (Last 30 Days),What we share is reaching audiences.,GA,1000,3000,Week 10,7/12,7/18,1675
Public Engagement,Ashley,News Article Posts (Last 30 Days),What we share is reaching audiences.,GA,1000,3000,Week 11,7/19,7/25,1679
